dataset	column	dtype	description	n_unique_values	n_empty_values	bids_levels	bids_units	is_categorical	min	max	standardized_var	assessment_term	assessment_label	age_format
ds005515	seqLearning8target	string	Availability status of the sequence learning 8-target task	1	0			True						
ds005515	symbolSearch	string	Availability status of the symbol search task	3	0			True						
ds004856	participant_id	string	Subject identifier	464	0		ID	False			nb:ParticipantID			
ds004856	AgeCog_W1	Int64	Age of the participant at the wave 1 cognitive battery	67	0		years	False	21	89				
ds004856	AgeMRI_W1	Int64	Age of the participant at the wave 1 MRI scan	67	0		years	False	21	89				
ds004856	AgePETAmy_W1	Int64	Age of the participant at the wave 1 amyloid PET scan	55	169		years	False	31	89				
ds004856	AgeCog_W2	Int64	Age of the participant at the wave 2 cognitive battery	66	127		years	False	25	93				
ds004856	AgeMRI_W2	Int64	Age of the participant at the wave 2 MRI scan	67	164		years	False	25	93				
ds004856	AgePETAmy_W2	Int64	age of the participant at the wave 2 amyloid PET scan	50	284		years	False	34	93				
ds004856	AgePETTau_W2	Int64	age of the participant at the wave 2 tau PET scan	27	404		years	False	55	88				
ds004856	AgeCog_W3	Int64	Age of the participant at the wave 3 cognitive battery	61	249		years	False	31	97				
ds004856	AgeMRI_W3	Int64	Age of the participant at the wave 3 MRI scan	60	271		years	False	31	97				
ds004856	AgePETAmy_W3	Int64	Age of the participant at the wave 3 amyloid PET scan	38	388		years	False	40	97				
ds004856	AgePETTau_W3	Int64	Age of the participan at the wave 3 tau PET scant	53	340		years	False	34	98				
ds004856	Sex	string	Participant’s biological sex	2	0	m, f		True			nb:Sex			
ds004856	Race	Int64	Race that the participant self-identifies with	7	0	1, 2, 3, 4, 5, 6, 7		True	1	7				
ds004856	Ethnicity	Int64	Ethnicity that the participant self-identifies with	2	2	1, 2		True	0	1				
ds004856	EduYrsEstCap	Float64	This is a conversion of the participant's self-reported highest level of education into a capped estimated number of years it would take to reach this highest level of education: 11 maximum = Less than high school; 12 = high school; 15 maximum = some college; 16 = Bachelor's degree; 20 maximum = some graduate work; 18 = master's degree; 21 = MD/JD/PhD/Advanced degree	16	1		years	False	11.0	21.0				
ds004856	EduComp	Int64	This is an ordinal measure of participants’ self-reported highest level of education completed	7	1	1, 2, 3, 4, 5, 6, 7		True	1	7				
ds004856	HandednessScore	Float64	Average score of participant hand preference on the Edinburgh Handedness Inventory. Higher scores indicate preference for the right hand during various tasks (0 = Always left; 1 = Usually left; 2 = No preference; 3 = Usually right; 4 = Always right)	21	6		total score (0-4)	False	0.818	4.0				
ds004856	Height_W1	Float64	Participant height at wave 1	30	8		inches	False	59.0	77.0				
ds004856	Weight_W1	Int64	Participant weight at wave 1	108	8		pounds	False	99	270				
ds004856	BMI_W1	Float64	Participant body mass index (BMI) at wave 1	319	8		BMI units (kg/m^2)	False	17.163	36.712				
ds004856	Height_W2	Float64	Participant height at wave 2	29	208		inches	False	59.0	77.0				
ds004856	Weight_W2	Float64	Participant weight at wave 2	77	208		pounds	False	99.0	260.0				
ds004856	BMI_W2	Float64	Participant body mass index (BMI) at wave 2	208	208		BMI units (kg/m^2)	False	16.991	40.783				
ds004856	MMSE_W1	Int64	Mini-mental state examination score at wave 1	5	1		total score (0-30)	True	26	30				
ds004856	MMSE_W2	Int64	Mini-mental state examination score at wave 2	6	133		total score (0-30)	True	25	30				
ds004856	MMSE_W3	Int64	Mini-mental state examination score at wave 3	7	244		total score (0-30)	True	24	30				
ds004856	CogW1toW2	Float64	Time interval between wave 1 and wave 2 cognitive battery	113	127		years	False	2.47	5.63				
ds004856	CogW2toW3	Float64	Time interval between wave 2 and wave 3 cognitive battery	140	256		years	False	2.86	6.3				
ds004856	CogW1toW3	Float64	Time interval between wave 1 and wave 3 cognitive battery	157	248		years	False	6.08	10.65				
ds004856	MRIW1toW2	Float64	Time interval between wave 1 and wave 2 MRI scan	109	164		years	False	2.51	5.58				
ds004856	MRIW2toW3	Float64	Time interval between wave 2 and wave 3 MRI scan	122	285		years	False	2.89	6.27				
ds004856	MRIW1toW3	Float64	Time interval between wave 1 and wave 3 MRI scan	134	271		years	False	6.06	10.59				
ds004856	PETAmyW1toW2	Float64	Time interval between wave 1 and wave 2 amyloid PET scan	91	283		years	False	2.8	5.19				
ds004856	PETAmyW2toW3	Float64	Time interval between wave 2 and wave 3 amyloid PET scan	63	391		years	False	2.93	6.4				
ds004856	PETAmyW1toW3	Float64	Time interval between wave 1 and wave 3 amyloid PET scan	62	387		years	False	6.0	9.77				
ds005516	participant_id	string	The prticipant ID set in the HBN dataset	430	0			False			nb:ParticipantID			
ds005516	release_number	string	The release in which the dataset was made available via the HBN project	1	0			True						
ds005516	sex	string	Gender	2	0	F, M		True			nb:Sex			
ds005516	age	Float64	Age in years	426	0			False	5.0802	22.0002	nb:Age			nb:FromFloat
ds005516	ehq_total	Float64	Edinburgh Handedness Questionnaire, +100=Fully Right-handed, -100=Fully Left-handed	136	3			False	-100.05	100.05				
ds005516	commercial_use	string	Did the participant consent to commercial use of data?	1	0	Yes, No		True						
ds005516	full_pheno	string	Does the participant have a full phenotypic file?	2	0			True						
ds005516	p_factor	Float64	Single latent score indicatve of comorbid features of psychiatric disorders	395	3			False	-1.909	2.574				
ds005516	attention	Float64	Focuses on attentional capacities or deficits, crucial in conditions like ADHD, affecting focus and concentration.	382	3			False	-2.244	1.927				
ds005516	internalizing	Float64	An indicator of inwardly directed psychological symptoms, typically involving mood and anxiety disorders.	405	3			False	-1.9	2.74				
ds005516	externalizing	Float64	Encompasses outwardly directed behavioral problems, often seen in disorders like ADHD and conduct disorder.	384	3			False	-1.978	1.868				
ds005516	RestingState	string	Availability status of the resting state task	3	0			True						
ds005516	DespicableMe	string	Availability status of watching the Despicable Me	3	0			True						
ds005516	FunwithFractals	string	Availability status of watching the Fun with Fractals	3	0			True						
ds005516	ThePresent	string	Availability status of watching the The Present	3	0			True						
ds005516	DiaryOfAWimpyKid	string	Availability status of watching the Diary Of A Wimpy Kid	3	0			True						
ds005516	contrastChangeDetection_1	string	Availability status of the 1st run of the contrast change task	3	0			True						
ds005516	contrastChangeDetection_2	string	Availability status of the 2nd run of the contrast change task	3	0			True						
ds005516	contrastChangeDetection_3	string	Availability status of the 3rd run of the contrast change task	3	0			True						
ds005516	surroundSupp_1	string	Availability status of the 1st run of the surround suppression task	3	0			True						
ds005516	surroundSupp_2	string	Availability status of the 2nd run of the surround suppression task	3	0			True						
ds005516	seqLearning6target	string	Availability status of the sequence learning 6-target task	1	0			True						
ds005516	seqLearning8target	string	Availability status of the sequence learning 8-target task	1	0			True						
ds005516	symbolSearch	string	Availability status of the symbol search task	3	0			True						
ds004146	participant_id	string	Participant identifier	417	0			False			nb:ParticipantID			
ds004146	family_id	string	Family identifier (participants belonging to the same family share a family_id)	211	0			False						
ds004146	age	Int64	Age (in years, rounded down) at session 1	7	0			True	8	14	nb:Age			nb:FromFloat
ds004146	age_ses02	Int64	Age (in years, rounded down) at session 2	7	113			True	10	16				
ds004146	sex	string	Sex of the participant as reported by the participant	2	0	F, M		True			nb:Sex			
ds004146	handedness	string	Handedness of the participant as reported by the participant	2	0			True						
ds004146	ses01_protocol	string	Session 1 imaging protocol	4	0	1a, 1b, 1c		True						
ds004146	ses02_protocol	string	Session 2 imaging protocol	3	113	2a, 2b, 2c		True						
ds004146	group	Int64	n/a. Participants are not grouped	0	417			True						
ds004746	participant_id	string		397	0			False			nb:ParticipantID			
ds004746	family_id	Int64	random id of family. Twins have the same family id	244	0			False	10119	99196				
ds004746	twin_id	string	random id of the twin, consisting of the zygosity, family id, twin number (1 or 2) and then the sex (0- female, 1- male)	397	0			False						
ds004746	zygosity	string	type of twins	3	0	MZ, DZ, OS		True						
ds004746	sex	string	Sex of participant	2	0	M, F		True			nb:Sex			
ds004746	age	Int64	Age of participant	16	0		years	False	27	77	nb:Age			nb:FromFloat
ds005143	participant_id	string	Unique ID	397	0			False			nb:ParticipantID			
ds005143	sex	Int64	M or F	49	0			True	18	76	nb:Sex			
ds005143	age	string	yy	2	45			True			nb:Age			
ds005143	institution_id	string	InstitutionId	8	0			True						
ds005143	institution	string	InstitutionName	8	0			True						
ds005143	manufacturer	string	ManufacturerName	2	0			True						
ds005143	manufacturers_model_name	string	ManufacturersModelName	4	0			True						
ds005143	researcher	string	Researcher	12	0			False						
ds005143	pathology	string	The diagnosis of pathology of the participant	4	0	HC, DCM, FM		True						
ds005143	moco_software	string	Software used for motion-correction of the fMRI data	4	0	SCT, FSL, SPM, AFNI		True						
ds005143	segmentation_type	string	Type of binary spinal cord segmentation	2	0	Manual, Automated		True						
ds005511	participant_id	string	The prticipant ID set in the HBN dataset	381	0			False			nb:ParticipantID			
ds005511	release_number	string	The release in which the dataset was made available via the HBN project	1	0			True						
ds005511	sex	string	Gender	2	0	F, M		True			nb:Sex			
ds005511	age	Float64	Age in years	378	0			False	5.2228	21.899	nb:Age			nb:FromFloat
ds005511	ehq_total	Float64	Edinburgh Handedness Questionnaire, +100=Fully Right-handed, -100=Fully Left-handed	111	2			False	-100.05	100.05				
ds005511	commercial_use	string	Did the participant consent to commercial use of data?	1	0	Yes, No		True						
ds005511	full_pheno	string	Does the participant have a full phenotypic file?	2	0			True						
ds005511	p_factor	Float64	Single latent score indicatve of comorbid features of psychiatric disorders	362	2			False	-1.909	2.443				
ds005511	attention	Float64	Focuses on attentional capacities or deficits, crucial in conditions like ADHD, affecting focus and concentration.	363	2			False	-2.371	2.036				
ds005511	internalizing	Float64	An indicator of inwardly directed psychological symptoms, typically involving mood and anxiety disorders.	348	2			False	-1.867	3.1710000000000003				
ds005511	externalizing	Float64	Encompasses outwardly directed behavioral problems, often seen in disorders like ADHD and conduct disorder.	360	2			False	-2.123	2.527				
ds005511	RestingState	string	Availability status of the resting state task	2	0			True						
ds005511	DespicableMe	string	Availability status of watching the Despicable Me	3	0			True						
ds005511	FunwithFractals	string	Availability status of watching the Fun with Fractals	3	0			True						
ds005511	ThePresent	string	Availability status of watching the The Present	3	0			True						
ds005511	DiaryOfAWimpyKid	string	Availability status of watching the Diary Of A Wimpy Kid	3	0			True						
ds005511	contrastChangeDetection_1	string	Availability status of the 1st run of the contrast change task	3	0			True						
ds005511	contrastChangeDetection_2	string	Availability status of the 2nd run of the contrast change task	3	0			True						
ds005511	contrastChangeDetection_3	string	Availability status of the 3rd run of the contrast change task	3	0			True						
ds005511	surroundSupp_1	string	Availability status of the 1st run of the surround suppression task	3	0			True						
ds005511	surroundSupp_2	string	Availability status of the 2nd run of the surround suppression task	3	0			True						
ds005511	seqLearning6target	string		2	0			True						
ds005511	seqLearning8target	string		2	0			True						
ds005511	symbolSearch	string	Availability status of the symbol search task	3	0			True						
ds004395	participant_id	string	Unique participant identifier	364	0			False			nb:ParticipantID			
ds004395	age	Int64	Age of the participant at time of testing	34	35		years	False	17	86	nb:Age			nb:FromFloat
ds004395	sex	string	Biological sex of the participant	2	49	F, M		True			nb:Sex			
ds004395	hand	string	Handedness of the participant	3	35	R, L, A		True						
ds002345	participant_id	string		345	0			False			nb:ParticipantID			
ds002345	age	string	age of the participant	82	5		years	False			nb:Age			nb:FromEuro
ds002345	sex	string	sex of the participant	13	0	f, m		True			nb:Sex			
ds002345	task	string	tasks (story stimuli) collected for participant	47	0			False						
ds002345	condition	string	within- or between-subject experimental condition for corresponding task (if applicable)	57	79			False						
ds002345	comprehension	string	behavioral comprehension score ranging from 0 to 1 for corresponding task (if applicable)	157	85			False						
ds007045	participant_id	string	Unique Participant's ID	337	0			False			nb:ParticipantID			
ds007045	sex	Int64	Sex of the participant as reported by the participant	2	0	1, 0		True	0	1	nb:Sex			
ds007045	age	Int64	Age of participant	50	0		years	False	29	86	nb:Age			nb:FromFloat
ds007045	MGMT	Int64	O6-methylguanine-DNA methyltransferase (MGMT) promoter methylation status	2	0	1, 0		True	0	1				
ds007045	field_strength	string	MRI system magnetic field strength (Tesla)	3	0			False						
ds007045	scanner_model	string	MRI scanner model	21	0			False						
ds005509	participant_id	string	The prticipant ID set in the HBN dataset	330	0			False			nb:ParticipantID			
ds005509	release_number	string	The release in which the dataset was made available via the HBN project	1	0			True						
ds005509	sex	string	Gender	2	0	F, M		True			nb:Sex			
ds005509	age	Float64	Age in years	326	0			False	5.1735	20.8778	nb:Age			nb:FromFloat
ds005509	ehq_total	Float64	Edinburgh Handedness Questionnaire, +100=Fully Right-handed, -100=Fully Left-handed	78	1			False	-100.05	100.05				
ds005509	commercial_use	string	Did the participant consent to commercial use of data?	1	0	Yes, No		True						
ds005509	full_pheno	string	Does the participant have a full phenotypic file?	2	0			True						
